,chrom,start,end
999,chr9,6750000,9950000
1000,chr9,9950000,12550000
1001,chr9,12550000,14950000
1002,chr9,14950000,17550000
1003,chr9,17550000,18250000
1004,chr9,18250000,19550000
1005,chr9,19550000,21150000
1006,chr9,21150000,21750000
1007,chr9,21750000,22350000
1008,chr9,22350000,26750000
1009,chr9,26750000,27650000
1010,chr9,27650000,32250000
1011,chr9,32250000,32950000
1012,chr9,32950000,34750000
1013,chr9,34750000,35650000
1014,chr9,35650000,36550000
1015,chr9,36550000,37450000
1016,chr9,37450000,38550000
1017,chr9,38550000,69050000
1018,chr9,69050000,70650000
1019,chr9,70650000,72150000
1020,chr9,72150000,73550000
1021,chr9,73550000,75150000
1022,chr9,75150000,77250000
1023,chr9,77250000,78350000
1024,chr9,78350000,83150000
1025,chr9,83150000,83750000
1026,chr9,83750000,84350000
1027,chr9,84350000,85650000
1028,chr9,85650000,86350000
1029,chr9,86350000,87350000
1030,chr9,87350000,89450000
1031,chr9,89450000,90150000
1032,chr9,90150000,90850000
1033,chr9,90850000,92150000
1034,chr9,92150000,92750000
1035,chr9,92750000,94550000
1036,chr9,94550000,95150000
1037,chr9,95150000,96850000
1038,chr9,96850000,97650000
1039,chr9,97650000,98750000
1040,chr9,98750000,100650000
1041,chr9,100650000,101650000
1042,chr9,101650000,104750000
1043,chr9,104750000,105750000
1044,chr9,105750000,107350000
1045,chr9,107350000,108850000
1046,chr9,108850000,109450000
1047,chr9,109450000,111550000
1048,chr9,111550000,113250000
1049,chr9,113250000,115550000
1050,chr9,115550000,116650000
1051,chr9,116650000,117550000
1052,chr9,117550000,120550000
1053,chr9,120550000,122850000
1054,chr9,122850000,124450000
1055,chr9,124450000,125350000
1056,chr9,125350000,126750000
1057,chr9,126750000,129850000
1058,chr9,129850000,131750000
1059,chr9,131750000,133050000
1060,chr9,133050000,134850000
1061,chr10,1150000,3050000
1062,chr10,3050000,4850000
1063,chr10,4850000,6550000
1064,chr10,6550000,7550000
1065,chr10,7550000,9350000
1066,chr10,9350000,11450000
1067,chr10,11450000,12150000
1068,chr10,12150000,13150000
1069,chr10,13150000,15250000
1070,chr10,15250000,15850000
1071,chr10,15850000,16750000
1072,chr10,16750000,18750000
1073,chr10,18750000,20850000
1074,chr10,20850000,21950000
1075,chr10,21950000,23050000
1076,chr10,23050000,24550000
1077,chr10,24550000,25150000
1078,chr10,25150000,26550000
1079,chr10,26550000,28550000
1080,chr10,28550000,29350000
1081,chr10,29350000,30650000
1082,chr10,30650000,33150000
1083,chr10,33150000,35650000
1084,chr10,35650000,36850000
1085,chr10,36850000,43550000
1086,chr10,43550000,44950000
1087,chr10,44950000,50150000
1088,chr10,50150000,50950000
1089,chr10,50950000,52750000
1090,chr10,52750000,55650000
1091,chr10,55650000,58250000
1092,chr10,58250000,60050000
1093,chr10,60050000,60750000
1094,chr10,60750000,62350000
1095,chr10,62350000,63050000
1096,chr10,63050000,63950000
1097,chr10,63950000,66250000
1098,chr10,66250000,66950000
1099,chr10,66950000,67750000
1100,chr10,67750000,68350000
1101,chr10,68350000,69050000
1102,chr10,69050000,70250000
1103,chr10,70250000,70850000
1104,chr10,70850000,72250000
1105,chr10,72250000,73750000
1106,chr10,73750000,74250000
1107,chr10,74250000,75250000
1108,chr10,75250000,77050000
1109,chr10,77050000,77950000
1110,chr10,77950000,79350000
1111,chr10,79350000,80350000
1112,chr10,80350000,84150000
1113,chr10,84150000,84650000
1114,chr10,84650000,86450000
1115,chr10,86450000,89750000
1116,chr10,89750000,90750000
1117,chr10,90750000,91850000
1118,chr10,91850000,92450000
1119,chr10,92450000,93750000
1120,chr10,93750000,94550000
1121,chr10,94550000,98550000
1122,chr10,98550000,99650000
1123,chr10,99650000,100250000
1124,chr10,100250000,101050000
1125,chr10,101050000,101650000
1126,chr10,101650000,103450000
1127,chr10,103450000,104450000
1128,chr10,104450000,106650000
1129,chr10,106650000,109750000
1130,chr10,109750000,111150000
1131,chr10,111150000,112450000
1132,chr10,112450000,113650000
1133,chr10,113650000,114150000
1134,chr10,114150000,115250000
1135,chr10,115250000,116550000
1136,chr10,116550000,117250000
1137,chr10,117250000,118450000
1138,chr10,118450000,119050000
1139,chr10,119050000,119950000
1140,chr10,119950000,120850000
1141,chr10,120850000,121750000
1142,chr10,121750000,123150000
1143,chr10,123150000,123850000
1144,chr10,123850000,124450000
1145,chr10,124450000,125850000
1146,chr10,125850000,128250000
1147,chr10,128250000,130250000
1148,chr10,130250000,131950000
1149,chr11,4150000,5950000
1150,chr11,5950000,6750000
1151,chr11,6750000,7950000
1152,chr11,7950000,10850000
1153,chr11,10850000,11750000
1154,chr11,11750000,13450000
1155,chr11,13450000,14550000
1156,chr11,14550000,15250000
1157,chr11,15250000,16650000
1158,chr11,16650000,18150000
1159,chr11,18150000,18950000
1160,chr11,18950000,20550000
1161,chr11,20550000,22850000
1162,chr11,22850000,24450000
1163,chr11,24450000,27650000
1164,chr11,27650000,29450000
1165,chr11,29450000,30150000
1166,chr11,30150000,31250000
1167,chr11,31250000,32850000
1168,chr11,32850000,33750000
1169,chr11,33750000,34950000
1170,chr11,34950000,35450000
1171,chr11,35450000,36750000
1172,chr11,36750000,38850000
1173,chr11,38850000,41650000
1174,chr11,41650000,43350000
1175,chr11,43350000,45850000
1176,chr11,45850000,48250000
1177,chr11,48250000,49850000
1178,chr11,49850000,56750000
1179,chr11,56750000,57850000
1180,chr11,57850000,58550000
1181,chr11,58550000,59850000
1182,chr11,59850000,60750000
1183,chr11,60750000,61250000
1184,chr11,61250000,62950000
1185,chr11,62950000,64250000
1186,chr11,64250000,69050000
1187,chr11,69050000,69750000
1188,chr11,69750000,70350000
1189,chr11,70350000,72050000
1190,chr11,72050000,72750000
1191,chr11,72750000,75750000
1192,chr11,75750000,78550000
1193,chr11,78550000,81450000
1194,chr11,81450000,82650000
1195,chr11,82650000,83250000
1196,chr11,83250000,83850000
1197,chr11,83850000,84650000
1198,chr11,84650000,85650000
1199,chr11,85650000,86350000
1200,chr11,86350000,87450000
1201,chr11,87450000,88650000
1202,chr11,88650000,90350000
1203,chr11,90350000,93750000
1204,chr11,93750000,94550000
1205,chr11,94550000,95050000
1206,chr11,95050000,95750000
1207,chr11,95750000,96450000
1208,chr11,96450000,97450000
1209,chr11,97450000,99050000
1210,chr11,99050000,99750000
1211,chr11,99750000,100550000
1212,chr11,100550000,101350000
1213,chr11,101350000,103150000
1214,chr11,103150000,104350000
1215,chr11,104350000,105950000
1216,chr11,105950000,107950000
1217,chr11,107950000,108650000
1218,chr11,108650000,109850000
1219,chr11,109850000,111450000
1220,chr11,111450000,112150000
1221,chr11,112150000,113850000
1222,chr11,113850000,114450000
1223,chr11,114450000,116750000
1224,chr11,116750000,117350000
1225,chr11,117350000,118550000
1226,chr11,118550000,120250000
1227,chr11,120250000,121650000
1228,chr11,121650000,122550000
1229,chr11,122550000,123850000
1230,chr11,123850000,125550000
1231,chr11,125550000,128050000
1232,chr11,128050000,128950000
1233,chr11,128950000,129850000
1234,chr11,129850000,130950000
1235,chr11,130950000,131650000
1236,chr11,131650000,132350000
1237,chr11,132350000,133150000
1238,chr11,133150000,133950000
1239,chr12,350000,1650000
1240,chr12,1650000,2850000
1241,chr12,2850000,4750000
1242,chr12,4750000,5850000
1243,chr12,5850000,7050000
1244,chr12,7050000,8350000
1245,chr12,8350000,10250000
1246,chr12,10250000,10750000
1247,chr12,10750000,11550000
1248,chr12,11550000,13350000
1249,chr12,13350000,14150000
1250,chr12,14150000,14750000
1251,chr12,14750000,15950000
1252,chr12,15950000,18050000
1253,chr12,18050000,19250000
1254,chr12,19250000,21250000
1255,chr12,21250000,22750000
1256,chr12,22750000,24850000
1257,chr12,24850000,26050000
1258,chr12,26050000,26850000
1259,chr12,26850000,27750000
1260,chr12,27750000,29450000
1261,chr12,29450000,30650000
1262,chr12,30650000,31250000
1263,chr12,31250000,32750000
1264,chr12,32750000,33950000
1265,chr12,33950000,39250000
1266,chr12,39250000,40950000
1267,chr12,40950000,42050000
1268,chr12,42050000,43350000
1269,chr12,43350000,43950000
1270,chr12,43950000,45050000
1271,chr12,45050000,46050000
1272,chr12,46050000,46950000
1273,chr12,46950000,48650000
1274,chr12,48650000,51450000
1275,chr12,51450000,51950000
1276,chr12,51950000,52950000
1277,chr12,52950000,53750000
1278,chr12,53750000,54550000
1279,chr12,54550000,55650000
1280,chr12,55650000,56650000
1281,chr12,56650000,57850000
1282,chr12,57850000,59250000
1283,chr12,59250000,59950000
1284,chr12,59950000,62250000
1285,chr12,62250000,63750000
1286,chr12,63750000,64750000
1287,chr12,64750000,66250000
1288,chr12,66250000,67250000
1289,chr12,67250000,68050000
1290,chr12,68050000,68750000
1291,chr12,68750000,69750000
1292,chr12,69750000,71850000
1293,chr12,71850000,74550000
1294,chr12,74550000,75350000
1295,chr12,75350000,77050000
1296,chr12,77050000,78050000
1297,chr12,78050000,79350000
1298,chr12,79350000,80350000
1299,chr12,80350000,81750000
1300,chr12,81750000,82450000
1301,chr12,82450000,83750000
1302,chr12,83750000,85950000
1303,chr12,85950000,88050000
1304,chr12,88050000,88950000
1305,chr12,88950000,89550000
1306,chr12,89550000,90850000
1307,chr12,90850000,92750000
1308,chr12,92750000,93450000
1309,chr12,93450000,94950000
1310,chr12,94950000,95950000
1311,chr12,95950000,96550000
1312,chr12,96550000,98350000
1313,chr12,98350000,99950000
1314,chr12,99950000,100750000
1315,chr12,100750000,101350000
1316,chr12,101350000,102850000
1317,chr12,102850000,103650000
1318,chr12,103650000,105150000
1319,chr12,105150000,106250000
1320,chr12,106250000,107050000
1321,chr12,107050000,107750000
1322,chr12,107750000,108550000
1323,chr12,108550000,109950000
1324,chr12,109950000,111350000
1325,chr12,111350000,112550000
1326,chr12,112550000,113950000
1327,chr12,113950000,114550000
1328,chr12,114550000,115850000
1329,chr12,115850000,117150000
1330,chr12,117150000,117950000
1331,chr12,117950000,120150000
1332,chr12,120150000,121450000
1333,chr12,121450000,123650000
1334,chr12,123650000,125250000
1335,chr12,125250000,128150000
1336,chr12,128150000,129950000
1337,chr12,129950000,131750000
1338,chr13,19650000,21650000
1339,chr13,21650000,23350000
1340,chr13,23350000,24350000
1341,chr13,24350000,25450000
1342,chr13,25450000,26150000
1343,chr13,26150000,26850000
1344,chr13,26850000,27450000
1345,chr13,27450000,28050000
1346,chr13,28050000,29350000
1347,chr13,29350000,31150000
1348,chr13,31150000,31850000
1349,chr13,31850000,33850000
1350,chr13,33850000,35150000
1351,chr13,35150000,35850000
1352,chr13,35850000,36950000
1353,chr13,36950000,39050000
1354,chr13,39050000,39750000
1355,chr13,39750000,40850000
1356,chr13,40850000,42250000
1357,chr13,42250000,43850000
1358,chr13,43850000,45450000
1359,chr13,45450000,46850000
1360,chr13,46850000,47950000
1361,chr13,47950000,51150000
1362,chr13,51150000,52650000
1363,chr13,52650000,57550000
1364,chr13,57550000,60450000
1365,chr13,60450000,62050000
1366,chr13,62050000,62950000
1367,chr13,62950000,64450000
1368,chr13,64450000,65650000
1369,chr13,65650000,67250000
1370,chr13,67250000,70650000
1371,chr13,70650000,72750000
1372,chr13,72750000,73650000
1373,chr13,73650000,75350000
1374,chr13,75350000,77050000
1375,chr13,77050000,77650000
1376,chr13,77650000,79350000
1377,chr13,79350000,80350000
1378,chr13,80350000,81050000
1379,chr13,81050000,84850000
1380,chr13,84850000,85850000
1381,chr13,85850000,87350000
1382,chr13,87350000,91150000
1383,chr13,91150000,91850000
1384,chr13,91850000,92650000
1385,chr13,92650000,94450000
1386,chr13,94450000,96050000
1387,chr13,96050000,96950000
1388,chr13,96950000,97850000
1389,chr13,97850000,99050000
1390,chr13,99050000,100650000
1391,chr13,100650000,101850000
1392,chr13,101850000,102950000
1393,chr13,102950000,103750000
1394,chr13,103750000,106550000
1395,chr13,106550000,107150000
1396,chr13,107150000,108150000
1397,chr13,108150000,108950000
1398,chr13,108950000,110250000
1399,chr13,110250000,111350000
1400,chr13,111350000,112450000
1401,chr14,20250000,20950000
1402,chr14,20950000,21650000
1403,chr14,21650000,23250000
1404,chr14,23250000,24550000
1405,chr14,24550000,25250000
1406,chr14,25250000,28750000
1407,chr14,28750000,30550000
1408,chr14,30550000,31450000
1409,chr14,31450000,32550000
1410,chr14,32550000,34450000
1411,chr14,34450000,35850000
1412,chr14,35850000,37150000
1413,chr14,37150000,37750000
1414,chr14,37750000,39550000
1415,chr14,39550000,44850000
1416,chr14,44850000,45350000
1417,chr14,45350000,47750000
1418,chr14,47750000,49550000
1419,chr14,49550000,51150000
1420,chr14,51150000,53450000
1421,chr14,53450000,54450000
1422,chr14,54450000,55050000
1423,chr14,55050000,56550000
1424,chr14,56550000,57350000
1425,chr14,57350000,58150000
1426,chr14,58150000,59550000
1427,chr14,59550000,61350000
1428,chr14,61350000,62250000
1429,chr14,62250000,63250000
1430,chr14,63250000,65050000
1431,chr14,65050000,66350000
1432,chr14,66350000,67250000
1433,chr14,67250000,67850000
1434,chr14,67850000,69650000
1435,chr14,69650000,70950000
1436,chr14,70950000,71850000
1437,chr14,71850000,72450000
1438,chr14,72450000,73050000
1439,chr14,73050000,74150000
1440,chr14,74150000,76750000
1441,chr14,76750000,77850000
1442,chr14,77850000,78850000
1443,chr14,78850000,81650000
1444,chr14,81650000,85650000
1445,chr14,85650000,88550000
1446,chr14,88550000,89850000
1447,chr14,89850000,90850000
1448,chr14,90850000,92050000
1449,chr14,92050000,92850000
1450,chr14,92850000,95550000
1451,chr14,95550000,96850000
1452,chr14,96850000,99250000
1453,chr14,99250000,100150000
1454,chr14,100150000,101650000
1455,chr14,101650000,103450000
1456,chr14,103450000,104150000
1457,chr14,104150000,104650000
1458,chr15,23950000,26850000
1459,chr15,26850000,28050000
1460,chr15,28050000,29650000
1461,chr15,29650000,31650000
1462,chr15,31650000,33150000
1463,chr15,33150000,35050000
1464,chr15,35050000,37850000
1465,chr15,37850000,38650000
1466,chr15,38650000,39850000
1467,chr15,39850000,41350000
1468,chr15,41350000,43650000
1469,chr15,43650000,44650000
1470,chr15,44650000,45750000
1471,chr15,45750000,47150000
1472,chr15,47150000,48250000
1473,chr15,48250000,49350000
1474,chr15,49350000,50250000
1475,chr15,50250000,51550000
1476,chr15,51550000,52750000
1477,chr15,52750000,53850000
1478,chr15,53850000,55150000
1479,chr15,55150000,58150000
1480,chr15,58150000,58850000
1481,chr15,58850000,59650000
1482,chr15,59650000,60450000
1483,chr15,60450000,61850000
1484,chr15,61850000,64150000
1485,chr15,64150000,65450000
1486,chr15,65450000,66450000
1487,chr15,66450000,68250000
1488,chr15,68250000,69450000
1489,chr15,69450000,70550000
1490,chr15,70550000,72650000
1491,chr15,72650000,73750000
1492,chr15,73750000,76050000
1493,chr15,76050000,76950000
1494,chr15,76950000,79250000
1495,chr15,79250000,80350000
1496,chr15,80350000,81050000
1497,chr15,81050000,82450000
1498,chr15,82450000,83150000
1499,chr15,83150000,85250000
1500,chr15,85250000,85850000
1501,chr15,85850000,88350000
1502,chr15,88350000,89650000
1503,chr15,89650000,90950000
1504,chr15,90950000,93050000
1505,chr15,93050000,94350000
1506,chr15,94350000,96450000
1507,chr15,96450000,97750000
1508,chr15,97750000,98350000
1509,chr15,98350000,99150000
1510,chr15,99150000,99850000
1511,chr15,99850000,100550000
1512,chr16,3650000,4350000
1513,chr16,4350000,5150000
1514,chr16,5150000,8450000
1515,chr16,8450000,9150000
1516,chr16,9150000,10850000
1517,chr16,10850000,12050000
1518,chr16,12050000,13850000
1519,chr16,13850000,19950000
1520,chr16,19950000,20650000
1521,chr16,20650000,21350000
1522,chr16,21350000,23550000
1523,chr16,23550000,24450000
1524,chr16,24450000,25250000
1525,chr16,25250000,27550000
1526,chr16,27550000,28050000
1527,chr16,28050000,31050000
1528,chr16,31050000,46550000
1529,chr16,46550000,48250000
1530,chr16,48250000,48650000
1531,chr16,48650000,49350000
1532,chr16,49350000,50150000
1533,chr16,50150000,50850000
1534,chr16,50850000,52050000
1535,chr16,52050000,52950000
1536,chr16,52950000,53550000
1537,chr16,53550000,56350000
1538,chr16,56350000,57550000
1539,chr16,57550000,58850000
1540,chr16,58850000,60350000
1541,chr16,60350000,62150000
1542,chr16,62150000,63250000
1543,chr16,63250000,65050000
1544,chr16,65050000,66350000
1545,chr16,66350000,68350000
1546,chr16,68350000,69250000
1547,chr16,69250000,72050000
1548,chr16,72050000,74250000
1549,chr16,74250000,75750000
1550,chr16,75750000,77150000
1551,chr16,77150000,78150000
1552,chr16,78150000,79550000
1553,chr16,79550000,80450000
1554,chr16,80450000,81850000
1555,chr16,81850000,83850000
1556,chr16,83850000,84550000
1557,chr16,84550000,85750000
1558,chr16,85750000,86550000
1559,chr16,86550000,87250000
1560,chr17,1150000,2950000
1561,chr17,2950000,3550000
1562,chr17,3550000,5450000
1563,chr17,5450000,6550000
1564,chr17,6550000,8350000
1565,chr17,8350000,9650000
1566,chr17,9650000,10750000
1567,chr17,10750000,12050000
1568,chr17,12050000,13150000
1569,chr17,13150000,15150000
1570,chr17,15150000,16550000
1571,chr17,16550000,19950000
1572,chr17,19950000,22450000
1573,chr17,22450000,27750000
1574,chr17,27750000,28550000
1575,chr17,28550000,30750000
1576,chr17,30750000,32350000
1577,chr17,32350000,33950000
1578,chr17,33950000,35850000
1579,chr17,35850000,37350000
1580,chr17,37350000,40750000
1581,chr17,40750000,41650000
1582,chr17,41650000,43250000
1583,chr17,43250000,45550000
1584,chr17,45550000,47850000
1585,chr17,47850000,49150000
1586,chr17,49150000,51250000
1587,chr17,51250000,54850000
1588,chr17,54850000,57050000
1589,chr17,57050000,58250000
1590,chr17,58250000,59150000
1591,chr17,59150000,60650000
1592,chr17,60650000,62450000
1593,chr17,62450000,63850000
1594,chr17,63850000,64850000
1595,chr17,64850000,66150000
1596,chr17,66150000,67250000
1597,chr17,67250000,67850000
1598,chr17,67850000,69350000
1599,chr17,69350000,70650000
1600,chr17,70650000,72650000
1601,chr17,72650000,73350000
1602,chr17,73350000,74750000
1603,chr17,74750000,77450000
1604,chr17,77450000,78950000
1605,chr17,78950000,79650000
1606,chr17,79650000,81050000
1607,chr18,950000,2650000
1608,chr18,2650000,4050000
1609,chr18,4050000,5250000
1610,chr18,5250000,6450000
1611,chr18,6450000,7050000
1612,chr18,7050000,8550000
1613,chr18,8550000,10050000
1614,chr18,10050000,10650000
1615,chr18,10650000,11550000
1616,chr18,11550000,12250000
1617,chr18,12250000,13050000
1618,chr18,13050000,13850000
1619,chr18,13850000,21950000
1620,chr18,21950000,22850000
1621,chr18,22850000,23550000
1622,chr18,23550000,24450000
1623,chr18,24450000,25950000
1624,chr18,25950000,27550000
1625,chr18,27550000,30950000
1626,chr18,30950000,32650000
1627,chr18,32650000,36750000
1628,chr18,36750000,40350000
1629,chr18,40350000,42050000
1630,chr18,42050000,43550000
1631,chr18,43550000,45550000
1632,chr18,45550000,46050000
1633,chr18,46050000,47250000
1634,chr18,47250000,48550000
1635,chr18,48550000,49450000
1636,chr18,49450000,54250000
1637,chr18,54250000,55150000
1638,chr18,55150000,56650000
1639,chr18,56650000,57550000
1640,chr18,57550000,59150000
1641,chr18,59150000,59950000
1642,chr18,59950000,60650000
1643,chr18,60650000,61450000
1644,chr18,61450000,62250000
1645,chr18,62250000,64050000
1646,chr18,64050000,67150000
1647,chr18,67150000,68750000
1648,chr18,68750000,70550000
1649,chr18,70550000,72650000
1650,chr18,72650000,74550000
1651,chr18,74550000,76350000
1652,chr18,76350000,76850000
1653,chr18,76850000,77750000
1654,chr18,77750000,79250000
1655,chr19,4550000,5750000
1656,chr19,5750000,6450000
1657,chr19,6450000,8750000
1658,chr19,8750000,9850000
1659,chr19,9850000,10450000
1660,chr19,10450000,11650000
1661,chr19,11650000,12950000
1662,chr19,12950000,13750000
1663,chr19,13750000,14550000
1664,chr19,14550000,16050000
1665,chr19,16050000,17950000
1666,chr19,17950000,19650000
1667,chr19,19650000,22050000
1668,chr19,22050000,24250000
1669,chr19,24250000,29450000
1670,chr19,29450000,30650000
1671,chr19,30650000,32250000
1672,chr19,32250000,34550000
1673,chr19,34550000,36150000
1674,chr19,36150000,37850000
1675,chr19,37850000,39450000
1676,chr19,39450000,40750000
1677,chr19,40750000,41450000
1678,chr19,41450000,42550000
1679,chr19,42550000,43450000
1680,chr19,43450000,45950000
1681,chr19,45950000,47250000
1682,chr19,47250000,48550000
1683,chr19,48550000,49950000
1684,chr19,49950000,51850000
1685,chr19,51850000,53650000
1686,chr19,53650000,55050000
1687,chr19,55050000,55650000
1688,chr19,55650000,57150000
1689,chr19,57150000,58250000
1690,chr20,550000,2550000
1691,chr20,2550000,4150000
1692,chr20,4150000,5250000
1693,chr20,5250000,6150000
1694,chr20,6150000,6750000
1695,chr20,6750000,7950000
1696,chr20,7950000,8750000
1697,chr20,8750000,9450000
1698,chr20,9450000,11550000
1699,chr20,11550000,12850000
1700,chr20,12850000,14050000
1701,chr20,14050000,16750000
1702,chr20,16750000,17450000
1703,chr20,17450000,18450000
1704,chr20,18450000,19650000
1705,chr20,19650000,20150000
1706,chr20,20150000,21650000
1707,chr20,21650000,23550000
1708,chr20,23550000,24950000
1709,chr20,24950000,29050000
1710,chr20,29050000,31450000
1711,chr20,31450000,33350000
1712,chr20,33350000,34250000
1713,chr20,34250000,38450000
1714,chr20,38450000,39150000
1715,chr20,39150000,41750000
1716,chr20,41750000,43450000
1717,chr20,43450000,44150000
1718,chr20,44150000,44950000
1719,chr20,44950000,45850000
1720,chr20,45850000,46650000
1721,chr20,46650000,47650000
1722,chr20,47650000,48650000
1723,chr20,48650000,49950000
1724,chr20,49950000,50950000
1725,chr20,50950000,52250000
1726,chr20,52250000,53450000
1727,chr20,53450000,54050000
1728,chr20,54050000,54750000
1729,chr20,54750000,56350000
1730,chr20,56350000,57450000
1731,chr20,57450000,58250000
1732,chr20,58250000,59850000
1733,chr20,59850000,61850000
1734,chr21,10650000,15650000
1735,chr21,15650000,18050000
1736,chr21,18050000,21050000
1737,chr21,21050000,22750000
1738,chr21,22750000,25450000
1739,chr21,25450000,26750000
1740,chr21,26750000,28950000
1741,chr21,28950000,29950000
1742,chr21,29950000,31050000
1743,chr21,31050000,31750000
1744,chr21,31750000,32750000
1745,chr21,32750000,33550000
1746,chr21,33550000,34650000
1747,chr21,34650000,36050000
1748,chr21,36050000,37050000
1749,chr21,37050000,37650000
1750,chr21,37650000,39450000
1751,chr21,39450000,41050000
1752,chr22,16950000,17650000
1753,chr22,17650000,20350000
1754,chr22,20350000,22050000
1755,chr22,22050000,24650000
1756,chr22,24650000,25850000
1757,chr22,25850000,26450000
1758,chr22,26450000,27950000
1759,chr22,27950000,29250000
1760,chr22,29250000,30550000
1761,chr22,30550000,31450000
1762,chr22,31450000,32450000
1763,chr22,32450000,33050000
1764,chr22,33050000,35250000
1765,chr22,35250000,36550000
1766,chr22,36550000,38750000
1767,chr22,38750000,39450000
1768,chr22,39450000,40150000
1769,chr22,40150000,41750000
1770,chr22,41750000,42550000
1771,chr22,42550000,43250000
1772,chr22,43250000,43850000
1773,chr22,43850000,44750000
1774,chr22,44750000,46750000
1775,chr22,46750000,48450000
1776,chr22,48450000,49650000
1777,chrX,1350000,2850000
1778,chrX,2850000,3850000
1779,chrX,3850000,8050000
1780,chrX,8050000,8750000
1781,chrX,8750000,10150000
1782,chrX,10150000,11150000
1783,chrX,11150000,11850000
1784,chrX,11850000,12850000
1785,chrX,12850000,14150000
1786,chrX,14150000,15750000
1787,chrX,15750000,16950000
1788,chrX,16950000,18350000
1789,chrX,18350000,19450000
1790,chrX,19450000,20350000
1791,chrX,20350000,21850000
1792,chrX,21850000,23750000
1793,chrX,23750000,24350000
1794,chrX,24350000,25250000
1795,chrX,25250000,26450000
1796,chrX,26450000,27550000
1797,chrX,27550000,30050000
1798,chrX,30050000,30950000
1799,chrX,30950000,32350000
1800,chrX,32350000,33450000
1801,chrX,33450000,34350000
1802,chrX,34350000,36850000
1803,chrX,36850000,38350000
1804,chrX,38350000,40550000
1805,chrX,40550000,41850000
1806,chrX,41850000,43450000
1807,chrX,43450000,45850000
1808,chrX,45850000,46450000
1809,chrX,46450000,47650000
1810,chrX,47650000,49850000
1811,chrX,49850000,50650000
1812,chrX,50650000,51450000
1813,chrX,51450000,52250000
1814,chrX,52250000,54050000
1815,chrX,54050000,55250000
1816,chrX,55250000,56150000
1817,chrX,56150000,56750000
1818,chrX,56750000,65550000
1819,chrX,65550000,66850000
1820,chrX,66850000,69450000
1821,chrX,69450000,70050000
1822,chrX,70050000,73350000
1823,chrX,73350000,74650000
1824,chrX,74650000,76150000
1825,chrX,76150000,78150000
1826,chrX,78150000,79750000
1827,chrX,79750000,80550000
1828,chrX,80550000,81950000
1829,chrX,81950000,85750000
1830,chrX,85750000,87050000
1831,chrX,87050000,87850000
1832,chrX,87850000,90150000
1833,chrX,90150000,94450000
1834,chrX,94450000,96250000
1835,chrX,96250000,97850000
1836,chrX,97850000,100350000
1837,chrX,100350000,101950000
1838,chrX,101950000,104450000
1839,chrX,104450000,106850000
1840,chrX,106850000,108150000
1841,chrX,108150000,108750000
1842,chrX,108750000,109550000
1843,chrX,109550000,111750000
1844,chrX,111750000,112650000
1845,chrX,112650000,115150000
1846,chrX,115150000,118250000
1847,chrX,118250000,120850000
1848,chrX,120850000,123550000
1849,chrX,123550000,124250000
1850,chrX,124250000,126650000
1851,chrX,126650000,129350000
1852,chrX,129350000,130350000
1853,chrX,130350000,131050000
1854,chrX,131050000,131750000
1855,chrX,131750000,132750000
1856,chrX,132750000,134350000
1857,chrX,134350000,135050000
1858,chrX,135050000,137150000
1859,chrX,137150000,140650000
1860,chrX,140650000,145350000
1861,chrX,145350000,147750000
1862,chrX,147750000,149550000
1863,chrX,149550000,150950000
1864,chrX,150950000,151750000
1865,chrX,151750000,152750000
1866,chrX,152750000,154950000
1867,chrY,4650000,5450000
1868,chrY,5450000,7150000
1869,chrY,7150000,7950000
1870,chrY,7950000,12850000
1871,chrY,12850000,13550000
1872,chrY,13550000,14450000
1873,chrY,14450000,15950000
1874,chrY,15950000,20550000
