,chrom,start,end,mean_intensity
614,chr5,116250000,118850000,1.0363197420482104
615,chr5,118850000,119550000,1.0596599949351972
616,chr5,119550000,120650000,0.8924836032804659
617,chr5,120650000,122050000,1.2555554395510597
618,chr5,122050000,123650000,1.2087671071794592
619,chr5,123650000,124750000,1.05843022767481
620,chr5,124750000,126550000,1.0028084800464532
621,chr5,126550000,127450000,1.1849638596682546
622,chr5,127450000,129850000,1.167918553251064
623,chr5,129850000,132150000,0.9271470391616514
624,chr5,132150000,133150000,1.2002640629659893
625,chr5,133150000,134050000,0.9098741725669299
626,chr5,134050000,135550000,0.881459563921231
627,chr5,135550000,137650000,1.0154571730824213
628,chr5,137650000,139350000,0.9024607750881953
629,chr5,139350000,140250000,1.0286682802106075
630,chr5,140250000,141650000,1.553167299835578
631,chr5,141650000,142850000,1.119421186994285
632,chr5,142850000,144150000,1.001578900017608
633,chr5,144150000,146450000,1.007001314177594
634,chr5,146450000,147850000,1.0688304362191747
635,chr5,147850000,149350000,0.9666709534946142
636,chr5,149350000,151750000,1.123202485651064
637,chr5,151750000,152450000,1.09094339567067
638,chr5,152450000,154050000,1.178321612835697
639,chr5,154050000,154950000,1.1790558011481018
640,chr5,154950000,157150000,1.1093699543826032
641,chr5,157150000,157850000,1.17105980665825
642,chr5,157850000,159250000,1.0488437650636018
643,chr5,159250000,159950000,1.309005623080263
644,chr5,159950000,160450000,1.2579807314876468
645,chr5,160450000,163450000,1.2948668935354746
646,chr5,163450000,164550000,0.8396016464486452
647,chr5,164550000,165350000,1.1055142747137987
648,chr5,165350000,168350000,1.0488305719882443
649,chr5,168350000,169550000,1.0521036428179422
650,chr5,169550000,171350000,1.1463290475550008
651,chr5,171350000,172350000,1.0193794172886115
652,chr5,172350000,174950000,0.7674416722813951
653,chr5,174950000,176250000,0.8175324119042308
654,chr5,176250000,178850000,0.8839301497999936
655,chr5,178850000,179650000,1.6561723432504551
656,chr5,179650000,180650000,1.1611492866688928
657,chr6,650000,1550000,1.3111172888865315
658,chr6,1550000,2750000,0.8221069058281469
659,chr6,2750000,5050000,0.7841869923718893
660,chr6,5050000,6650000,0.7917140121685279
661,chr6,6650000,10550000,1.1338953618240186
662,chr6,10550000,11650000,1.1610968997459727
663,chr6,11650000,12750000,0.7749886515854474
664,chr6,12750000,15650000,0.8658918274706967
665,chr6,15650000,16250000,1.4222582412511187
666,chr6,16250000,17050000,1.0559399976379087
667,chr6,17050000,18250000,1.0749523032276784
668,chr6,18250000,20150000,1.280679915991233
669,chr6,20150000,21650000,0.8406177391887532
670,chr6,21650000,22750000,1.1495299800221952
671,chr6,22750000,24250000,0.9660580449037633
672,chr6,24250000,25950000,0.6904292839013509
673,chr6,25950000,27950000,
674,chr6,27950000,29650000,1.4891673265696692
675,chr6,29650000,31450000,1.060970502340802
676,chr6,31450000,32250000,2.4261906404481275
677,chr6,32250000,33450000,1.2779652108483146
678,chr6,33450000,35250000,1.3338697873397194
679,chr6,35250000,37350000,1.0194458308897467
680,chr6,37350000,38650000,0.854227010574688
681,chr6,38650000,40450000,0.7387580119190216
682,chr6,40450000,41150000,1.1336445073583938
683,chr6,41150000,43550000,1.3549446472860447
684,chr6,43550000,44450000,1.183528164280064
685,chr6,44450000,45650000,0.811583448523678
686,chr6,45650000,47550000,1.2032588222408693
687,chr6,47550000,50050000,1.2045084973903608
688,chr6,50050000,50750000,1.274589688126697
689,chr6,50750000,52150000,0.9133305969895661
690,chr6,52150000,53850000,0.6958968065459098
691,chr6,53850000,55250000,1.1441307357746298
692,chr6,55250000,57550000,0.915761925399272
693,chr6,57550000,61550000,
694,chr6,61550000,63850000,1.1279723267756543
695,chr6,63850000,67050000,0.806392231321574
696,chr6,67050000,68850000,1.0330524374990526
697,chr6,68850000,70250000,1.149398098209963
698,chr6,70250000,71050000,0.7482980490578556
699,chr6,71050000,72450000,1.1538657148469937
700,chr6,72450000,73550000,1.145538485990216
701,chr6,73550000,75850000,1.3395290029612852
702,chr6,75850000,78950000,0.9985678180949993
703,chr6,78950000,80050000,0.9120253316997484
704,chr6,80050000,82150000,1.2834208914576941
705,chr6,82150000,83150000,1.0836031236346741
706,chr6,83150000,85650000,1.096845833623306
707,chr6,85650000,86950000,1.0997096070272496
708,chr6,86950000,88850000,1.2038691823660599
709,chr6,88850000,89850000,0.89180148279662
710,chr6,89850000,90550000,1.2092675917855493
711,chr6,90550000,93550000,1.107615251211571
712,chr6,93550000,95250000,1.4793424668916106
713,chr6,95250000,97150000,1.2252792681232982
714,chr6,97150000,99250000,1.3777916363183735
715,chr6,99250000,100750000,1.037256421239602
716,chr6,100750000,104750000,1.0775835931849567
717,chr6,104750000,105450000,1.0616467805255956
718,chr6,105450000,106350000,0.9986171171344665
719,chr6,106350000,107150000,1.1879481173639244
720,chr6,107150000,107750000,1.0954208049719065
721,chr6,107750000,109450000,1.04142941133224
722,chr6,109450000,110450000,1.211393661458544
723,chr6,110450000,112150000,0.7818371803183674
724,chr6,112150000,113950000,1.2321662519093448
725,chr6,113950000,116150000,0.8834523627158309
726,chr6,116150000,116750000,1.3251763043139444
727,chr6,116750000,117850000,0.9518938706931293
728,chr6,117850000,118950000,0.9015210414482638
729,chr6,118950000,121350000,1.1354658283466839
730,chr6,121350000,122450000,1.1031146166935581
731,chr6,122450000,123850000,1.569804472665557
732,chr6,123850000,124750000,1.297270421916962
733,chr6,124750000,125850000,1.0546020563161598
734,chr6,125850000,127550000,0.8744099449717059
735,chr6,127550000,128650000,0.9576076866527785
736,chr6,128650000,129350000,1.2723881098168486
737,chr6,129350000,131650000,1.602407321276383
738,chr6,131650000,132850000,1.002605667572388
739,chr6,132850000,133650000,1.1456967793598716
740,chr6,133650000,134950000,1.3245192147546103
741,chr6,134950000,136350000,0.9378512677316998
742,chr6,136350000,137950000,0.8853726569570975
743,chr6,137950000,138750000,1.235373836602869
744,chr6,138750000,142350000,1.3693497573804467
745,chr6,142350000,143450000,0.9729456727746264
746,chr6,143450000,144550000,0.9683978580037403
747,chr6,144550000,145750000,0.9662920657985254
748,chr6,145750000,146750000,1.2443286785683492
749,chr6,146750000,147350000,1.330554810949785
750,chr6,147350000,149950000,1.0302824027166793
751,chr6,149950000,150850000,0.9731695403964776
752,chr6,150850000,151450000,1.5282820526267358
753,chr6,151450000,153050000,0.9464626679609701
754,chr6,153050000,154750000,1.27900909791708
755,chr6,154750000,157250000,1.2043150319717446
756,chr6,157250000,158150000,1.189202411291351
757,chr6,158150000,159150000,0.7849868894176207
758,chr6,159150000,159650000,0.9446353927570423
759,chr6,159650000,160750000,0.7401035510343389
760,chr6,160750000,163450000,0.9990624459909515
761,chr6,163450000,165050000,0.9165150691242534
762,chr6,165050000,166250000,1.1585815060997153
763,chr6,166250000,167450000,0.9450208991222108
764,chr6,167450000,169650000,0.944930139562136
765,chr7,1450000,2350000,1.3898546230550146
766,chr7,2350000,5850000,0.7979605238134727
767,chr7,5850000,7550000,1.5258105143005505
768,chr7,7550000,8350000,0.9082447623100025
769,chr7,8350000,11350000,0.9837323901572184
770,chr7,11350000,12550000,0.8915994371102082
771,chr7,12550000,13250000,1.3033166494303223
772,chr7,13250000,14650000,0.9133118041752923
773,chr7,14650000,16650000,1.537663037417622
774,chr7,16650000,17650000,1.5866125668240612
775,chr7,17650000,18450000,0.957033291045545
776,chr7,18450000,19650000,0.9760478268668692
777,chr7,19650000,20650000,1.055131977085355
778,chr7,20650000,21950000,1.1439392316371693
779,chr7,21950000,22550000,1.317174303290087
780,chr7,22550000,23150000,1.3528023247359997
781,chr7,23150000,25150000,1.3180197055606648
782,chr7,25150000,26750000,0.6319387245779894
783,chr7,26750000,28150000,1.2461808023985164
784,chr7,28150000,31050000,0.9546396775292525
785,chr7,31050000,32550000,1.1481245406476608
786,chr7,32550000,33250000,1.3704969852837772
787,chr7,33250000,34050000,0.9034796002403844
788,chr7,34050000,34950000,1.0685127179397467
789,chr7,34950000,36450000,1.11551469611563
790,chr7,36450000,37150000,0.853913365653839
791,chr7,37150000,38050000,1.1995609021614626
792,chr7,38050000,39550000,0.8623077767897566
793,chr7,39550000,40150000,1.0952880152877482
794,chr7,40150000,41850000,0.9750739292108243
795,chr7,41850000,42850000,1.1568992152533397
796,chr7,42850000,43950000,0.8463314867209301
797,chr7,43950000,45750000,1.3727575793179572
798,chr7,45750000,47150000,0.9906814143019265
799,chr7,47150000,48050000,1.4236952784545271
800,chr7,48050000,50050000,0.8592416585739141
801,chr7,50050000,51350000,0.6903669210274925
802,chr7,51350000,54650000,0.8914152973802075
803,chr7,54650000,62850000,
804,chr7,62850000,67150000,1.108048384824913
805,chr7,67150000,70050000,1.050096331192382
806,chr7,70050000,70750000,1.061258072418758
807,chr7,70750000,71850000,1.0598291302957927
808,chr7,71850000,77950000,
809,chr7,77950000,79150000,0.7091160867324677
810,chr7,79150000,80050000,1.2434796317784933
811,chr7,80050000,81450000,1.0023514940747476
812,chr7,81450000,82650000,0.6509941277740082
813,chr7,82650000,83950000,1.0543554552681629
814,chr7,83950000,84950000,1.0047309698960354
815,chr7,84950000,85850000,1.024726285234805
816,chr7,85850000,87350000,1.229737250730506
817,chr7,87350000,88250000,1.0341472240590632
818,chr7,88250000,90350000,1.3116542606275399
819,chr7,90350000,91050000,0.9424767208279524
820,chr7,91050000,91850000,1.0626555860261353
821,chr7,91850000,92550000,1.032784918862107
822,chr7,92550000,93250000,1.0925566636526958
823,chr7,93250000,95850000,0.8012764164617746
824,chr7,95850000,97050000,0.8798315773110698
825,chr7,97050000,98150000,0.992750823345955
826,chr7,98150000,98950000,1.3371674767512307
827,chr7,98950000,99450000,1.2336593878459872
828,chr7,99450000,101450000,1.3181728754409825
829,chr7,101450000,103350000,1.948559549373545
830,chr7,103350000,104150000,1.1609238083136448
831,chr7,104150000,104950000,1.1112753560707807
832,chr7,104950000,105550000,1.5521342671690224
833,chr7,105550000,106150000,1.2094287831809567
834,chr7,106150000,108550000,0.6769710200996423
835,chr7,108550000,110950000,0.9377844469982769
836,chr7,110950000,111750000,0.9899378925706612
837,chr7,111750000,112450000,0.9927389579964369
838,chr7,112450000,113850000,1.151508766368288
839,chr7,113850000,114750000,1.0838892954484833
840,chr7,114750000,116050000,1.5059554849097132
841,chr7,116050000,116850000,1.493818581425204
842,chr7,116850000,118250000,1.286845995031916
843,chr7,118250000,120750000,1.2990901950104705
844,chr7,120750000,122050000,1.2598081797609035
845,chr7,122050000,123950000,1.039867750606598
846,chr7,123950000,124850000,1.204529637804425
847,chr7,124850000,127450000,0.9330199305129021
848,chr7,127450000,128350000,1.047841420772486
849,chr7,128350000,129050000,1.1157354332010607
850,chr7,129050000,130050000,1.1329823214274637
851,chr7,130050000,130850000,1.2242620629466245
852,chr7,130850000,131550000,1.477244388817561
853,chr7,131550000,132650000,1.1255302894445318
854,chr7,132650000,134350000,0.867834918694502
855,chr7,134350000,135650000,0.8330529614591183
856,chr7,135650000,137550000,1.286906474695957
857,chr7,137550000,139350000,1.185619835867733
858,chr7,139350000,140450000,0.9740766091241202
859,chr7,140450000,141750000,1.006520868543139
860,chr7,141750000,148250000,0.9894109435821549
861,chr7,148250000,149050000,1.1852498210642024
862,chr7,149050000,150950000,1.2393688064604582
863,chr7,150950000,152050000,1.2527635748436872
864,chr7,152050000,152850000,1.0910011090777256
865,chr7,152850000,154050000,0.7725773433379137
866,chr7,154050000,154850000,0.9482452372159583
867,chr7,154850000,155750000,0.8814625145548932
868,chr7,155750000,157350000,0.7910452393204411
869,chr7,157350000,158450000,1.1543598779200965
870,chr8,950000,1750000,1.1875294581404303
871,chr8,1750000,4950000,0.9942893993401855
872,chr8,4950000,6350000,1.055048502634977
873,chr8,6350000,9850000,
874,chr8,9850000,10750000,0.8909662304335608
875,chr8,10750000,12950000,1.4662111528627664
876,chr8,12950000,13650000,0.8852241263140326
877,chr8,13650000,15850000,1.0249358669112432
878,chr8,15850000,17250000,1.1280968928599175
879,chr8,17250000,17950000,0.9316662872127338
880,chr8,17950000,18850000,0.9074686266879238
881,chr8,18850000,20450000,0.9347559547137712
882,chr8,20450000,22250000,0.7698636882293025
883,chr8,22250000,23550000,0.9066016642760859
884,chr8,23550000,24350000,0.94867101361793
885,chr8,24350000,25050000,1.4649203685488452
886,chr8,25050000,26650000,1.0419532072661484
887,chr8,26650000,27350000,1.094116251190646
888,chr8,27350000,30050000,0.8592832037642433
889,chr8,30050000,30750000,1.1690838156454821
890,chr8,30750000,32250000,0.8317024913727592
891,chr8,32250000,33550000,1.0195657764461925
892,chr8,33550000,35050000,1.0851109878191654
893,chr8,35050000,36750000,1.278300860098286
894,chr8,36750000,37850000,1.5255771787563717
895,chr8,37850000,38850000,1.1119392102283143
896,chr8,38850000,39950000,1.1781056935441432
897,chr8,39950000,41550000,0.8762846116947989
898,chr8,41550000,43150000,1.1057051317798703
899,chr8,43150000,47150000,
900,chr8,47150000,47950000,0.932666064019703
901,chr8,47950000,48950000,0.8645790080291498
902,chr8,48950000,51950000,1.2017663451044795
903,chr8,51950000,54250000,1.371101443660044
904,chr8,54250000,56250000,0.8978389650800209
905,chr8,56250000,57350000,1.0231013454442035
906,chr8,57350000,58650000,1.0075416453416102
907,chr8,58650000,60450000,1.3053257644255527
908,chr8,60450000,61150000,1.3502124651890988
909,chr8,61150000,61650000,0.9983327668344154
910,chr8,61650000,63250000,1.0238276920587677
911,chr8,63250000,64450000,1.2053943286171869
912,chr8,64450000,65750000,1.173610313867416
913,chr8,65750000,67450000,0.9321625052707864
914,chr8,67450000,68550000,1.067739818937958
915,chr8,68550000,69950000,1.1538362067184027
916,chr8,69950000,70750000,1.1050576505600394
917,chr8,70750000,72250000,0.8187799782739255
918,chr8,72250000,73150000,1.0396440621607785
919,chr8,73150000,75450000,0.9551245846907664
920,chr8,75450000,76350000,1.0142509789299436
921,chr8,76350000,78450000,0.930516369053007
922,chr8,78450000,79550000,0.9991501178572989
923,chr8,79550000,81750000,0.8866749262530407
924,chr8,81750000,84550000,1.225746353762185
925,chr8,84550000,86450000,1.0892111691064639
926,chr8,86450000,88350000,1.5276040111469769
927,chr8,88350000,89750000,1.0129224192833262
928,chr8,89750000,90650000,1.2728437291534036
929,chr8,90650000,92050000,0.8024197992795354
930,chr8,92050000,93650000,0.7053230948925755
931,chr8,93650000,94450000,0.868871039504946
932,chr8,94450000,95350000,0.9534483135647149
933,chr8,95350000,96350000,0.9630311632843546
934,chr8,96350000,97650000,0.8127100451086076
935,chr8,97650000,98150000,1.1335524584764292
936,chr8,98150000,99950000,0.9946809819133519
937,chr8,99950000,101350000,0.9019596483761942
938,chr8,101350000,102250000,1.2582528146035796
939,chr8,102250000,102950000,1.195376010775282
940,chr8,102950000,103650000,1.3159280066248058
941,chr8,103650000,104550000,1.1462254807684251
942,chr8,104550000,105850000,1.3839042163454967
943,chr8,105850000,106750000,1.6588766231502994
944,chr8,106750000,107750000,1.4206257206513644
945,chr8,107750000,108750000,1.2541403591704594
946,chr8,108750000,110950000,1.3243186662404323
947,chr8,110950000,111850000,1.167163564511003
948,chr8,111850000,112650000,1.752871758769557
949,chr8,112650000,113450000,1.6103766262132957
950,chr8,113450000,114950000,1.2167187869930889
951,chr8,114950000,117250000,1.6093672712086988
952,chr8,117250000,118350000,0.8500710736015465
953,chr8,118350000,119550000,1.4729032405513751
954,chr8,119550000,122550000,1.1448684617822769
955,chr8,122550000,123250000,1.2935232878347982
956,chr8,123250000,124450000,0.7626400291067227
957,chr8,124450000,126850000,1.0744976762326364
958,chr8,126850000,127750000,1.219445721849935
959,chr8,127750000,129850000,1.0474011100657663
960,chr8,129850000,130750000,1.1135900521765048
961,chr8,130750000,131950000,1.1974079005121647
962,chr8,131950000,132750000,1.4216460024043496
963,chr8,132750000,133550000,1.304283930784448
964,chr8,133550000,134850000,1.3674520137342203
965,chr8,134850000,137950000,1.295442274835045
966,chr8,137950000,138750000,1.2852055616485272
967,chr8,138750000,139550000,1.1129907993276185
968,chr8,139550000,140550000,0.9075766826398688
969,chr8,140550000,141450000,1.4214381107036997
970,chr8,141450000,142650000,1.453048241628606
971,chr8,142650000,143250000,1.8715375533656022
972,chr9,2050000,2850000,1.486517232355445
973,chr9,2850000,4450000,1.2680327161298461
974,chr9,4450000,6650000,1.2130702389053194
975,chr9,6650000,8350000,1.3466124756020499
976,chr9,8350000,9950000,1.5082337146248772
977,chr9,9950000,11650000,1.6805156203069078
978,chr9,11650000,12650000,2.3096223783067478
979,chr9,12650000,15750000,1.2121174636862675
980,chr9,15750000,17550000,1.5947302934038137
981,chr9,17550000,18350000,2.273281265644556
982,chr9,18350000,19350000,1.300074737449375
983,chr9,19350000,20250000,1.8097158365663208
984,chr9,20250000,29550000,
985,chr9,29550000,33050000,1.1553240395392284
986,chr9,33050000,34650000,0.9276663698757455
987,chr9,34650000,35650000,0.8246033580972951
988,chr9,35650000,37450000,0.958663411810555
989,chr9,37450000,38450000,0.6695764487657708
990,chr9,38450000,69150000,
991,chr9,69150000,70550000,0.6904642695562092
992,chr9,70550000,71350000,0.8415836434283603
993,chr9,71350000,73150000,0.9220071146328118
994,chr9,73150000,74850000,0.9350041764557645
995,chr9,74850000,77250000,0.8580054094425008
996,chr9,77250000,78350000,0.698354971529849
997,chr9,78350000,80050000,0.8352164533898856
998,chr9,80050000,83050000,0.8399841782414402
999,chr9,83050000,83750000,1.1610123982113303
1000,chr9,83750000,86350000,1.004742639729334
1001,chr9,86350000,87750000,1.340271421578666
1002,chr9,87750000,89450000,0.940470239070569
1003,chr9,89450000,90150000,1.2209296869935657
1004,chr9,90150000,90950000,1.5291804840445613
1005,chr9,90950000,92050000,0.8922777552744336
1006,chr9,92050000,92850000,1.3028549153215943
1007,chr9,92850000,93650000,1.2334257831721063
1008,chr9,93650000,94350000,0.9891941497592661
1009,chr9,94350000,95250000,1.547776992393117
1010,chr9,95250000,96850000,1.369352393664907
1011,chr9,96850000,97550000,1.0205316028565345
1012,chr9,97550000,98950000,0.9753204567783463
1013,chr9,98950000,100550000,0.8448879686090273
1014,chr9,100550000,101450000,1.230706011863246
1015,chr9,101450000,103250000,0.9275563106593001
1016,chr9,103250000,104750000,1.198990757244558
1017,chr9,104750000,105650000,1.2653885587657754
1018,chr9,105650000,107550000,1.0654592242534384
1019,chr9,107550000,108850000,0.9689302389680045
1020,chr9,108850000,111450000,0.72692280636153
1021,chr9,111450000,113150000,0.728214079977298
1022,chr9,113150000,114350000,0.653528583990731
1023,chr9,114350000,115450000,0.8817174116225971
1024,chr9,115450000,116650000,0.7552726587199795
1025,chr9,116650000,117550000,0.5885855720014282
1026,chr9,117550000,120450000,0.9973628442259095
1027,chr9,120450000,121450000,0.8074828963684458
1028,chr9,121450000,122150000,1.041279053932759
1029,chr9,122150000,122850000,1.0163820190660005
1030,chr9,122850000,124650000,0.838022609502382
1031,chr9,124650000,125350000,1.0350750739621897
1032,chr9,125350000,126750000,0.8535441909256116
1033,chr9,126750000,128050000,0.8124304944629364
1034,chr9,128050000,129050000,1.2259009786243953
1035,chr9,129050000,129750000,1.2580138431634629
1036,chr9,129750000,131650000,0.9398363644011649
1037,chr9,131650000,132350000,1.2947468906696256
1038,chr9,132350000,132950000,1.2917338742306275
1039,chr9,132950000,134250000,1.0043755239353278
1040,chr9,134250000,135550000,0.7228776960033935
1041,chr9,135550000,137650000,1.1978103201232682
1042,chr10,1050000,3150000,0.9285137879644773
1043,chr10,3150000,4750000,0.8930912494076161
1044,chr10,4750000,6550000,0.7970384209567832
1045,chr10,6550000,7850000,0.7224557017781975
1046,chr10,7850000,9350000,0.9013297332852274
1047,chr10,9350000,12050000,0.8485190950078749
1048,chr10,12050000,13650000,1.2314991512552778
1049,chr10,13650000,15250000,1.0395500124096195
1050,chr10,15250000,15850000,1.6177793226376904
1051,chr10,15850000,16850000,1.9927321189632359
1052,chr10,16850000,18650000,1.378057917533418
1053,chr10,18650000,20850000,1.0927960978593254
1054,chr10,20850000,22050000,1.279578018743558
1055,chr10,22050000,23050000,1.681143254431479
1056,chr10,23050000,24550000,1.4365598409787228
1057,chr10,24550000,25650000,1.0174363623477396
1058,chr10,25650000,27450000,1.10224823608608
1059,chr10,27450000,28550000,1.4676752731658027
1060,chr10,28550000,29550000,1.9335803100669569
1061,chr10,29550000,30650000,1.2292622537699864
1062,chr10,30650000,32150000,1.3356241097887669
1063,chr10,32150000,33250000,1.263139787066405
1064,chr10,33250000,34550000,1.188823706017948
1065,chr10,34550000,35650000,1.33683650765343
1066,chr10,35650000,36850000,1.586214317574406
1067,chr10,36850000,42650000,
1068,chr10,42650000,43550000,1.0792542159987721
1069,chr10,43550000,44950000,1.0765393312323843
1070,chr10,44950000,49450000,1.1199019742991025
1071,chr10,49450000,50050000,1.2580945978997458
1072,chr10,50050000,50750000,0.9066357610748786
1073,chr10,50750000,52150000,0.9556188488845657
1074,chr10,52150000,52850000,1.7384452288880465
1075,chr10,52850000,55650000,1.0900798961634164
1076,chr10,55650000,58350000,1.1557333512049237
1077,chr10,58350000,60750000,0.8663102731520215
1078,chr10,60750000,62350000,0.9959866358391286
1079,chr10,62350000,63150000,1.6406679416863714
1080,chr10,63150000,63850000,1.1533934008850217
1081,chr10,63850000,66850000,1.1889058425645158
1082,chr10,66850000,67750000,1.2180337354254869
1083,chr10,67750000,69050000,0.8913141320336345
1084,chr10,69050000,71950000,1.1372434858398053
1085,chr10,71950000,73050000,1.2216488674358494
1086,chr10,73050000,74150000,0.8602188523310614
1087,chr10,74150000,75250000,1.0398033708362524
1088,chr10,75250000,77150000,0.9764490918173743
1089,chr10,77150000,77950000,1.160636644625759
1090,chr10,77950000,79450000,1.182134922962409
1091,chr10,79450000,80250000,1.1689933949471902
1092,chr10,80250000,81750000,1.2892065559052608
1093,chr10,81750000,82950000,0.9713269768512057
1094,chr10,82950000,84150000,1.0052141862119128
1095,chr10,84150000,86450000,0.9134364078781374
1096,chr10,86450000,87850000,1.1090004538233735
1097,chr10,87850000,89650000,0.9029450237506298
1098,chr10,89650000,90850000,1.1512488233252482
1099,chr10,90850000,91850000,0.6658942199750704
1100,chr10,91850000,92650000,1.3312633474521605
1101,chr10,92650000,94550000,1.0257572428833408
1102,chr10,94550000,95750000,0.9712030198123053
1103,chr10,95750000,97550000,1.1429500308071583
1104,chr10,97550000,98350000,0.958003133583253
1105,chr10,98350000,99650000,1.228930463277681
1106,chr10,99650000,101050000,0.9048544968897053
1107,chr10,101050000,102750000,1.0879950953722524
1108,chr10,102750000,104350000,0.9054832220455366
1109,chr10,104350000,106650000,1.0970463749534412
1110,chr10,106650000,107650000,0.8078616104401393
1111,chr10,107650000,109850000,1.0111653850440057
1112,chr10,109850000,112350000,1.0149081491029601
1113,chr10,112350000,113650000,1.025578075267134
1114,chr10,113650000,114250000,1.0728223465308704
1115,chr10,114250000,115250000,1.0925744733332212
1116,chr10,115250000,116450000,1.0504035278577384
1117,chr10,116450000,117350000,1.366884971959947
1118,chr10,117350000,118450000,0.9313094173005378
1119,chr10,118450000,119950000,1.3040573181759538
1120,chr10,119950000,120850000,0.8993776528402296
1121,chr10,120850000,122850000,0.7942911899336572
1122,chr10,122850000,123650000,1.4887589573025906
1123,chr10,123650000,125850000,1.1589577817098886
1124,chr10,125850000,126750000,1.0054240497506284
1125,chr10,126750000,128150000,1.0567623348957886
1126,chr10,128150000,130150000,1.003392600727636
1127,chr10,130150000,131850000,0.8259299475597696
1128,chr10,131850000,133150000,1.3881598472847332
1129,chr11,750000,4150000,1.0837429921078954
1130,chr11,4150000,6750000,0.9354456695120635
1131,chr11,6750000,8050000,1.0014978307060338
1132,chr11,8050000,8850000,0.9815387002678952
1133,chr11,8850000,9650000,1.1309691774410087
1134,chr11,9650000,10850000,0.7437814211799822
1135,chr11,10850000,11850000,0.9285529782095772
1136,chr11,11850000,13250000,1.0125141516320262
1137,chr11,13250000,14350000,0.9295699598719698
1138,chr11,14350000,16750000,0.9801676186790527
1139,chr11,16750000,18950000,0.7438713549232235
1140,chr11,18950000,20050000,0.7642587304985121
1141,chr11,20050000,22250000,0.7532431243066601
1142,chr11,22250000,22850000,1.0822681847644524
1143,chr11,22850000,26150000,0.8390029197729816
1144,chr11,26150000,27650000,1.1520216910568324
1145,chr11,27650000,29350000,0.9979260849780457
1146,chr11,29350000,30250000,1.1483143942131198
1147,chr11,30250000,31050000,0.9693900938640084
1148,chr11,31050000,32250000,0.9100048739154597
1149,chr11,32250000,33050000,1.2259435569456698
1150,chr11,33050000,33750000,1.1379907888506982
1151,chr11,33750000,34850000,0.9580193605009638
1152,chr11,34850000,35450000,1.1352029328597155
1153,chr11,35450000,36650000,1.006367029635342
1154,chr11,36650000,40250000,1.0285636318454838
1155,chr11,40250000,41350000,0.9431282017898687
1156,chr11,41350000,42650000,0.9920517537383593
1157,chr11,42650000,43350000,1.1611679209165469
1158,chr11,43350000,45750000,0.8014336531896205
1159,chr11,45750000,46750000,0.8763024355559965
1160,chr11,46750000,47950000,0.8811268661081882
1161,chr11,47950000,55150000,
1162,chr11,55150000,57250000,1.556362712523506
1163,chr11,57250000,57850000,1.0650986337910575
1164,chr11,57850000,60750000,1.0470136266049996
1165,chr11,60750000,62950000,0.8105036175481066
1166,chr11,62950000,63750000,0.9881530685667853
1167,chr11,63750000,64250000,1.248863904362823
1168,chr11,64250000,66350000,1.5656315887871843
1169,chr11,66350000,68050000,0.9870368591311074
1170,chr11,68050000,69750000,0.8644959314711759
1171,chr11,69750000,70350000,1.219880284038523
1172,chr11,70350000,72650000,0.7551005090644436
1173,chr11,72650000,74750000,0.8977267549215266
1174,chr11,74750000,75650000,0.9692072636456359
1175,chr11,75650000,78650000,0.7160532850275904
1176,chr11,78650000,81350000,0.6193623923712623
1177,chr11,81350000,82750000,0.8427365721311512
1178,chr11,82750000,83850000,0.5750356233785999
1179,chr11,83850000,84550000,0.513620280465048
1180,chr11,84550000,85650000,0.9831108911457548
1181,chr11,85650000,86850000,0.6646622997340675
1182,chr11,86850000,88550000,0.8117221499264774
1183,chr11,88550000,92150000,0.5635689597741717
1184,chr11,92150000,92950000,0.46541676813968497
1185,chr11,92950000,93750000,0.7094055967260652
1186,chr11,93750000,95050000,0.457242987045446
1187,chr11,95050000,95750000,0.74169894580584
1188,chr11,95750000,96350000,1.106106208678678
1189,chr11,96350000,97650000,1.3269359244726895
1190,chr11,97650000,98950000,1.3772654552623613
1191,chr11,98950000,99750000,1.2171522150416518
1192,chr11,99750000,101050000,0.8350103829379352
1193,chr11,101050000,102150000,1.5271946307985829
1194,chr11,102150000,103050000,1.4008112593594326
1195,chr11,103050000,106050000,1.4872358664505498
1196,chr11,106050000,108150000,0.7720118311662588
1197,chr11,108150000,109950000,1.3918984964209808
1198,chr11,109950000,112150000,1.5067943053043529
1199,chr11,112150000,113250000,1.4387768615768775
1200,chr11,113250000,113750000,1.8661680772516747
1201,chr11,113750000,114550000,1.6968514644090362
1202,chr11,114550000,116650000,1.3748114287582014
1203,chr11,116650000,117350000,1.9474537170672326
1204,chr11,117350000,118450000,1.4697049518464134
1205,chr11,118450000,119050000,2.516330597554248
1206,chr11,119050000,120450000,1.688542891201133
1207,chr11,120450000,121650000,1.4908944268723794
1208,chr11,121650000,123650000,1.802907365271134
1209,chr11,123650000,126350000,1.3771883446783244
1210,chr11,126350000,127150000,1.901180711585103
1211,chr11,127150000,128850000,1.2898593661044762
1212,chr11,128850000,129850000,1.318337951008041
1213,chr11,129850000,130950000,1.1068452584423378
1214,chr11,130950000,131650000,1.437737399774494
1215,chr11,131650000,133150000,1.4359388229260428
1216,chr11,133150000,133850000,1.3919281396069334
1217,chr12,1750000,2850000,1.0136881406429732
1218,chr12,2850000,4950000,0.7065512135843585
1219,chr12,4950000,5850000,0.6941603030321227
1220,chr12,5850000,7150000,1.0246122629835293
